id	question1	question2	pre_label
818	最高额保证合同对保证期间没有约定或者约定不明的，保证期间如何确定	最高额保证与普通保证的区别有哪些？	0
819	什么情况属于超期羁押？	超期羁押的情形都有什么呢？	1
820	我可以探望被判有期徒刑的朋友么？	朋友犯罪被判有期徒刑，我能去看望他吗	1
821	如何认定抢劫罪？	怎样认定抢夺罪的“其他方法”	1
822	上班迟到早退扣工资合法吗？	法律规定上班迟到早退允许扣工资？	1
823	国有独资公司股东会有什么特别规定？	股东会和董事会，监事会的区别是什么呢？	0
824	继承权纠纷自继承开始多长时间不得再提起诉讼	继承权纠纷自继承开始多少天不得再提起诉讼	1
825	近亲结婚近40年，婚姻也是无效的吗？	近亲结婚近40年，会被认定为无效婚姻吗?	1
826	卖淫、嫖娼的，应当如何处罚？	提供卖淫场所，应受到怎样的处罚？	1
827	应该怎么处罚携带凶器进行抢夺的罪犯？	持凶抢劫的罪犯应该怎么处罚？	1
828	雇员在从事雇佣活动中遭受人身损害,应由谁来承担责任	雇员从事雇佣活动受到伤害如何适用法律	0
829	缓刑是不是刑事处罚	缓刑属于刑事处罚么？	1
830	哪些行为构成医疗事故罪？	哪些人不构成医疗事故罪	0
831	借贷双方对借贷利息约定不明的，出借人主张利息的，法院怎么处理	同学借钱给我没有约定利息，事后他定利息的，法院会怎么处理呢？	1
832	办理涉外收养公证？	中国人可以领养外国小孩吗？	0
833	学校发现未成年人旷课、夜不归宿应该怎样做？	遇到未成年学生旷课或者夜不归宿的情况，学校该怎么处理	1
834	不想加盟，没有合同，想要回加盟费需要准备什么证据？	未签订合同付的加盟费可以要求退款吗	0
835	我朋友被判处有期徒刑的，我可以去探视吗？	朋友犯罪被判有期徒刑，我能去看望他吗	1
836	独资企业解散了，原老板不需要再还债吗？	个人独资企业如何偿还债务？	0
837	养不起孩子能将孩子送给别人养吗？	养不起孩子，把孩子送人可以吗？	1
838	老家的金融机构发放贷款引发的纠纷能适用民间借贷的规定吗	我们国家的金融机构的分支机构，因为发放贷款等相关金融业务引发的纠纷适用民间借贷的规定吗	1
839	误诊导致的医疗费用可以要求赔偿吗？	医院因为误诊 使患者治疗费用增加，可以索赔吗	1
840	与未成年人做爱构成强奸吗？	法律如何规定强奸罪	0
841	经销商和生产商相互推诿不赔偿怎么办？	商品出现质量问题经销商与生产商谁负责？	0
842	婚前个人债务，婚后会转为夫妻共同债务吗？	一方的婚前债务结婚后会转化为夫妻共同债务吗	1
843	散布谣言，算不算犯法	散布谣言是违法之事吗	1
844	父亲立下遗嘱儿子继承遗产，但是儿子死亡了，该遗产由谁继承	遗嘱继承人发生意外死亡的，该遗产由谁继承	1
845	股份有限公司怎样通过重大资产交易决议？	股份有限公司的具体运转是怎样的？	0
846	有一个女儿的家庭，想收养一个儿子，可以吗？	有一个女儿可以再收养一个儿子吗？	1
847	我接受安置帮教期间可以申请住房吗？	安徽省关于刑满释放、安置帮教工作意见	0
848	检察机关受理刑事赔偿申请的条件	对法院刑事赔偿请求不予受理的决定不服怎么办	0
849	食品生产者采购食品原料、食品添加剂、食品相关产品的应当如何查验	食品生产者采购食品原料应当查验供货者的什么资料	0
850	哪几类合同的债权不能转让？	下列合同权利不得转让的有	1
851	只有女儿收养一儿子能得到支持吗？	我有两个儿子，想收养一个女儿可以吗？	1
852	仲裁具有哪些法律特征？	仲裁当事人具有哪些特征	0
853	买到假货都能获得应有的赔偿吗？	在淘宝买到假货，可以双倍赔偿么？	0
854	诈骗公司员工没有参与诈骗怎么处理？	公司涉嫌诈骗，知情的员工会被怎样处理	0
855	不经过对方同意可以私自处理共同财产中的重大财产吗？	私自处理夫妻重要的共有财产可以吗？还没经过对方同意。	1
856	纪律处分解除后，职务、之际和工资档次是否受影响？	职务、之际和工资档次是否会因为受到过纪律处分而有影响么？	1
857	知识产权的客体有哪些？	专利权的主体和客体各有哪些	0
858	试用期间应该享有哪些待遇？	员工在试用期间有哪些应有的待遇	1
859	用人单位决定提前解散的，劳动合同是否终止	用人单位决定提前解散的，劳动合同的效力如何认定	0
860	当事人认为办案人员与案件有利害关系时能否申请回避？	在刑事案件的办理中，有关人员的回避原则是怎样规定的呢？	0
861	耕地、草地和林地的承包期有多长？	耕地、草地和林地的承包期是多久？	1
862	交通事故工伤赔偿由谁出？	在工作期间外出造成的交通事故的赔偿由谁支付	1
863	员工被解除劳动合同，公司在何种情况下不需要支付经济补偿金？	哪些情况下解除员工劳动合同，单位不需要支付经济补偿金	1
864	子女生活不能自理，还需要赡养父母吗？	生活不能自理的情况下，还能赡养子女吗	1
865	用人单位因我不服从加班安排而解雇我，怎么办？	因为我不服从公司的加班安排，公司就把我解雇了，我怎么办？	1
866	发现他人伪造遗嘱什么时候起诉有效？	我发现亲戚伪造了遗嘱，要在何时起诉他才有效	1
867	租赁合同到期后，承租人不归还我土地怎么办？	土地租赁合同到期后对方继续使用不还我怎么办	1
868	被抢劫了该怎么办？	被抢劫了警察不管怎么办	0
869	作证内容是否可以要求保密？	做证人的身份确实可以被保密吗？	0
870	离婚时，一方生活困难的是否可以要求另一方给予经济帮助	离婚时经济困难一方可以向另一方要求给予经济帮助吗	1
871	哪些案件由海事人民法院管辖？	中国有几个海事法院？都有哪些？	1
872	噪音扰民该怎么办？	噪音扰民怎么办？（营业场所）	0
873	如何认定抢劫罪？	法律上是怎么认定抢劫罪的？	1
874	经营者合并不会被禁止的情形有哪些？	经营者合并在哪些情况之下不会被禁止呢？	1
875	门禁时间滞留校外受伤，学校要赔吗？	门禁卡如果在学校使用有什么好处？	0
876	可否在道路上临时停车	人在车上靠路边临时停车可以吗？	1
877	成年人和未成年人发生关系在同意情况下算是强奸吗	和未成年人发生性关系算强奸罪吗？	1
878	单位集资诈骗罪如何判刑？	单位犯集资诈骗罪怎么判刑	1
879	失信被执行人已经履行了义务，为什么还显示为失信人？	我欠银行的贷款逾期三年未还，是不是我就成为了失信人呢？	0
880	别人欠钱没打欠条不还钱该如何处理	对方欠钱不还，本人没有欠条，该怎么办	1
881	饮酒后或者醉酒驾驶机动车发生重大交通事故，构成犯罪的该如何进行处罚	最新饮酒驾驶机动车如何处罚	0
882	法定代理人代理被代理人行使继承权、受遗赠权有什么原则	代理人代理被代理人行使继承权、受遗赠权的原则	1
883	借款合同只有借款人的签名，合同有效吗？	借款协议并没有写向谁借款而且只有欠款人一人签字生效	0
884	受托人什么情况下可以转委托	受托人什么情况下不可以转委托	0
885	有多份遗嘱应该怎么办？	多份遗嘱怎么办	1
886	非法财产可以没收吗？	公安局有权没收“非法所得”吗？	1
887	定作合同纠纷的解决方法有哪些？	定作合同案件中质量问题怎么办？	0
888	对公安机关不予立案的决定不服怎么办？	控告人对公安机关不予立案的决定不服怎么办	1
889	债务人身亡后债务由谁来还？	谁来承担已故债务人的债务？	0
890	书面申述书怎么写！	申诉状怎么写	0
891	关于债务人在债权转让时的抗辩权，法律上是怎么规定的	法律上是怎么约定债务人在债权转让时的抗辩权的呢	1
892	构成危险物品肇事罪的条件有哪些？	交通肇事罪的构成条件有哪些？	0
893	二手房买卖合同必须约定定金吗？	房屋买卖合同没有谈成时，定金可以退回吗？	0
894	承包方主张工程款优先受偿一定要起诉吗？	一定要起诉才可以获得工程款的优先受偿吗	1
895	债务人或者第三人的哪些财产可以抵押	债务人或者第三人的哪些部分可以抵押	0
896	诈骗罪入罪金额是多少？	诈骗金额多少可以立案？	1
897	证据保全决定书的清单里有哪些内容？	公安局证据保全决定书的物品可以找回吗	0
898	法院决定逮捕的犯罪嫌疑人，公安机关执行后应当由公安机关还是法院在二十四小时内讯问	为什么必须要在拘留或者抓捕后的24小时之内采取讯问，由那个机关进行执行呢？	0
899	无偿保管财物，该财物因你的保管不善被毁，需要赔偿吗	不要报酬的帮别人保管财物，因为保管不善，财物被毁，需要赔偿吗	1
900	不动产物权登记之后什么时候能生效呢	登记的不动产物权什么时候可以生效	1
901	如何审判把人捅伤的故意伤害罪	捅伤人的故意伤害罪刑法怎样判？	1
902	非法安装警报器、标志灯具如何处罚？	我私自安装警报器怎么处罚？	1
903	怎样根据劳动法做出企业花名册?	企业怎么建职工名册	0
904	受让人未支付技术转让费，可以解除技术转让合同吗？	技术转让需要注意哪些问题	0
905	被碰瓷后离开现场是不是交通肇事逃逸？	交通肇事逃逸包括被碰瓷后离开现场吗?	1
906	工伤认定申请材料有哪些？	工伤认定和伤残等级认定的区别	0
